-0.20257265,0.33786472,1
-0.19213484,0.35543333,1
-0.25625247,0.35069772,1
-0.22466795,0.39514033,1
-0.19792245,0.4203844,1
-0.15557658,0.45921017,1
-0.10521468,0.48363713,1
-0.19587406,0.46552053,1
-0.12942246,0.49862903,1
-0.19597719,0.48732243,1
-0.36553971,0.39113186,1
-0.10221711,0.53579131,1
-0.11588187,0.56397533,1
0.0101511, 0.58577064,1
0.08736161,0.59973111,1
0.00621915,0.61613023,1
0.17999731,0.59983818,1
0.16439906,0.61476144,1
0.24767674,0.59713715,1
0.26316642,0.62350455,1
0.18372657,0.66184072,1
0.2217404, 0.66075559,1
0.50655686,0.50767649,1
0.50017866,0.52796489,1
0.3854044, 0.6286362,1
0.40826092,0.62613219,1
0.54916439,0.52186157,1
0.56653166,0.53289788,1
0.49667481,0.62456856,1
0.66119782,0.4988686,1
0.81948954,0.17698685,1
0.76720398,0.36238734,1
0.76964521,0.38054687,1
0.82813625,0.29403825,1
0.86410172,0.34192625,1
0.92676493,-0.15351788,1
0.89331526,0.32175846,1
0.9536552, 0.10661226,1
0.91725334,-0.34445666,1
0.9499791 ,-0.27827994,1
0.99169988,0.12857429,1
0.,-0.,2
1.97762049e-02,-4.12593525e-03,2
2.58873534e-02,-1.57517803e-02,2
4.44923773e-02,-2.38995500e-02,2
6.05021209e-02,3.54795055e-03,2
7.25723409e-02,-3.55415427e-02,2
7.50453283e-02,-5.13094680e-02,2
9.77825908e-02,-5.27659354e-02,2
8.74396308e-02,-8.39445609e-02,2
1.11583955e-01,-1.16913664e-01,2
1.36895316e-01,-1.03665132e-01,2
1.11360130e-01,-1.43724642e-01,2
1.12141265e-01,-1.55747593e-01,2
6.03861475e-02,-1.92784012e-01,2
1.26916021e-01,-1.69963914e-01,2
1.43173514e-01,-1.95629390e-01,2
1.33923303e-01,-2.25913928e-01,2
6.26149838e-02,-2.65442139e-01,2
9.47687693e-02,-2.66478363e-01,2
6.42811846e-02,-2.85789258e-01,2
9.17737188e-02,-2.88799150e-01,2
1.00045895e-01,-2.96718786e-01,2
7.72572172e-03,-3.43347436e-01,2
9.50902717e-02,-3.40507102e-01,2
-5.99616482e-02,-3.58658620e-01,2
3.54708910e-02,-3.72050320e-01,2
-7.38059566e-02,-3.76675704e-01,2
2.42556941e-02,-3.93191947e-01,2
2.47916984e-02,-4.03279084e-01,2
-1.09410153e-01,-4.09891514e-01,2
-7.70172941e-02,-4.27460589e-01,2
-1.38446403e-01,-4.22330981e-01,2
-2.53778208e-01,-3.77105013e-01,2
-1.59991203e-01,-4.36232910e-01,2
-3.47836055e-01,-3.23102528e-01,2
-1.31424260e-01,-4.66696601e-01,2
-3.06651200e-01,-4.01299208e-01,2
-3.72959330e-01,-3.55362381e-01,2
-3.87812512e-01,-3.54248036e-01,2
-3.99288609e-01,-3.56611854e-01,2
-4.67121563e-01,-2.81634705e-01,2
-3.84870557e-01,-4.00645266e-01,2
-4.54321980e-01,-3.36984998e-01,2
-5.38280535e-01,-2.04330251e-01,2
-4.40990604e-01,-3.85691028e-01,2
-4.72250300e-01,-3.63520968e-01,2
-5.85193529e-01,-1.57664174e-01,2
-5.62604600e-01,-2.75101692e-01,2
-5.75095350e-01,-2.95265774e-01,2
-5.33779119e-01,-3.99404928e-01,2
-6.76767357e-01,6.57756233e-04,2
-6.53061778e-01,-2.43468834e-01,2
-6.63394148e-01,-2.44657288e-01,2
-7.05256639e-01,1.30185809e-01,2
-7.26811990e-01,-2.58834146e-02,2
-6.81343541e-01,-2.81941498e-01,2
-7.34042271e-01,1.87357874e-01,2
-7.66983543e-01,-3.26169396e-02,2
-7.65731812e-01,1.36356387e-01,2
-7.97768060e-01,-1.83815343e-02,2
-8.17693395e-01,2.82665792e-02,2
-8.26773641e-01,1.90714143e-01,2
-7.93642163e-01,3.27569525e-01,2
-7.73300831e-01,3.95755859e-01,2
-6.20354838e-01,6.22437155e-01,2
-7.92746110e-01,4.02090862e-01,2
-6.26829755e-01,6.44412366e-01,2
-6.27673320e-01,6.57626402e-01,2
-4.89449666e-01,7.89952133e-01,2
-5.11039896e-01,7.88225347e-01,2
-7.93467900e-01,5.21487632e-01,2
-6.02631452e-01,7.46766188e-01,2
-3.31869975e-01,9.21881988e-01,2
-7.22973342e-01,6.76172727e-01,2
-6.02924915e-01,7.97797936e-01,2
